Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2004,NBA,2,41,David Young,NC Central,,,,,,,,,,,,,,,,
2003,NBA,1,12,Nick Collison,Kansas,910,18603,5359,4701,939,.534,.208,.723,20.4,5.9,5.2,1.0,44.5,.115,-1.3,3.1
2003,NBA,1,14,Luke Ridnour,Oregon,830,21623,7740,1877,3713,.431,.349,.862,26.1,9.3,2.3,4.5,36.0,.080,-0.6,7.5
2003,NBA,2,41,Willie Green (↳PHI),Detroit Mercy,731,14783,6059,1303,1018,.425,.346,.765,20.2,8.3,1.8,1.4,12.9,.042,-2.7,-2.7
2002,NBA,2,49,Peter Fehse,,,,,,,,,,,,,,,,,
2001,NBA,1,12,Vladimir Radmanović,,737,16164,5879,2784,998,.415,.378,.758,21.9,8.0,3.8,1.4,26.5,.079,-0.1,7.6
2001,NBA,2,40,Earl Watson,UCLA,878,19494,5593,1985,3871,.411,.324,.703,22.2,6.4,2.3,4.4,19.2,.047,-1.4,2.8
2001,NBA,2,42,Bobby Simmons (↳WAS),DePaul,466,11513,4189,1791,710,.437,.396,.823,24.7,9.0,3.8,1.5,20.1,.084,-0.7,3.6
2000,NBA,1,17,Desmond Mason,Oklahoma State,643,19641,7767,2863,1049,.449,.260,.740,30.5,12.1,4.5,1.6,23.1,.056,-2.4,-2.1
2000,NBA,2,42,Olumide Oyedeji,,93,587,127,196,11,.495,,.659,6.3,1.4,2.1,0.1,1.2,.095,-4.3,-0.3
2000,NBA,2,47,Josip Sesar,,,,,,,,,,,,,,,,,
1999,NBA,1,13,Corey Maggette (↳ORL),Duke,827,23358,13198,4022,1696,.453,.324,.822,28.2,16.0,4.9,2.1,62.2,.128,0.3,13.3
1998,NBA,1,27,Vladimir Stepania,,270,3726,1118,1180,94,.425,.133,.536,13.8,4.1,4.4,0.3,5.2,.067,-3.3,-1.2
1998,NBA,2,32,Rashard Lewis,,1049,33541,15579,5433,1765,.452,.386,.805,32.0,14.9,5.2,1.7,90.9,.130,1.9,33.1
1998,NBA,2,33,Jelani McCoy,UCLA,260,3824,1200,921,135,.539,,.490,14.7,4.6,3.5,0.5,5.1,.064,-2.9,-0.9
