Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1981,NBA,1,16,Darnell Valentine,Kansas,620,14395,5400,1318,3080,.437,.261,.787,23.2,8.7,2.1,5.0,22.1,.074,-0.5,5.5
1981,NBA,2,26,Brian Jackson,Utah State University,,,,,,,,,,,,,,,,
1981,NBA,3,50,Derek Holcomb,Illinois,,,,,,,,,,,,,,,,
1981,NBA,3,61,Pétur Guðmundsson,Washington,150,2060,693,563,153,.494,.500,.754,13.7,4.6,3.8,1.0,2.1,.050,-3.5,-0.8
1981,NBA,4,85,Pete Verhoeven,Fresno State,282,3220,1000,641,152,.505,.250,.689,11.4,3.5,2.3,0.5,5.2,.078,-2.7,-0.5
1981,NBA,5,107,Herb Andrew,University of South Alabama,,,,,,,,,,,,,,,,
1981,NBA,6,131,Roshern Amie,Texas-El Paso,,,,,,,,,,,,,,,,
1981,NBA,7,153,Julius Wayne,Texas-El Paso,,,,,,,,,,,,,,,,
1981,NBA,8,176,John Smith,Saint Joseph's,,,,,,,,,,,,,,,,
1981,NBA,9,196,Sid Williams,San Jose State,,,,,,,,,,,,,,,,
1981,NBA,10,217,Steve Cochran,Lewis and Clark College,,,,,,,,,,,,,,,,
1980,NBA,1,10,Ronnie Lester (↳CHI),Iowa,250,4959,1816,473,1003,.469,.227,.788,19.8,7.3,1.9,4.0,6.3,.061,-1.3,0.9
1980,NBA,2,32,David Lawrence,McNeese State University,,,,,,,,,,,,,,,,
1980,NBA,2,33,Bruce Collins,Weber State,,,,,,,,,,,,,,,,
1980,NBA,3,56,Mike Harper,North Park University,123,1894,613,432,71,.474,.000,.559,15.4,5.0,3.5,0.6,2.4,.062,-2.4,-0.2
1980,NBA,4,79,Kelvin Henderson,Saint Louis,,,,,,,,,,,,,,,,
1980,NBA,5,102,Larry Belin,New Mexico,,,,,,,,,,,,,,,,
1980,NBA,6,125,Perry Mirkovich,University of Lethbridge,,,,,,,,,,,,,,,,
1980,NBA,7,148,Gig Sims,UCLA,,,,,,,,,,,,,,,,
1980,NBA,8,168,John Stroeder,Montana,46,293,82,85,23,.369,.000,.667,6.4,1.8,1.8,0.5,-0.1,-0.010,-5.9,-0.3
1980,NBA,9,188,Rick Boucher,University of Maine,,,,,,,,,,,,,,,,
1980,NBA,10,205,Dave Kufeld,Yeshiva University,,,,,,,,,,,,,,,,
1979,NBA,1,12,Jim Paxson,Dayton,784,21357,11199,1593,2300,.498,.225,.807,27.2,14.3,2.0,2.9,53.7,.121,0.5,13.3
1979,NBA,2,40,Andrew Fields,Cheyney (PA),,,,,,,,,,,,,,,,
1979,NBA,3,56,Mickey Fox,Saint Mary's University,,,,,,,,,,,,,,,,
1979,NBA,4,78,Darryl Robinson,Appalachian State University,,,,,,,,,,,,,,,,
1979,NBA,5,100,Matt White,Penn,,,,,,,,,,,,,,,,
1979,NBA,6,120,Ray Ellis,Pepperdine,,,,,,,,,,,,,,,,
1979,NBA,7,140,Jeff Tropf,Central Michigan University,,,,,,,,,,,,,,,,
1979,NBA,8,159,Willie Pounds,Chaminade University of Honolulu,,,,,,,,,,,,,,,,
1979,NBA,9,177,Stan Eckwood,Harding University,,,,,,,,,,,,,,,,
1979,NBA,10,195,Kelvin Small,Oregon,,,,,,,,,,,,,,,,
1978,NBA,1,1,Mychal Thompson,Minnesota,935,27764,12810,6951,2141,.504,,.655,29.7,13.7,7.4,2.3,59.1,.102,0.1,14.5
1978,NBA,1,7,Ron Brewer,Arkansas,501,12892,5971,971,920,.459,,.824,25.7,11.9,1.9,1.8,17.3,.065,-1.3,2.4
1978,NBA,2,24,Keith Herron,Villanova,124,2620,1219,242,174,.438,,.858,21.1,9.8,2.0,1.4,3.2,.058,-1.8,0.1
1978,NBA,2,44,Clemon Johnson,Florida A&M,761,13310,4102,3508,744,.492,,.621,17.5,5.4,4.6,1.0,25.5,.092,-0.8,4.1
1978,NBA,3,66,Sterling Edmonds,Dartmouth College,,,,,,,,,,,,,,,,
1978,NBA,5,110,Clay Johnson,Missouri,80,688,224,93,45,.410,.333,.724,8.6,2.8,1.2,0.6,0.7,.046,-3.6,-0.3
1978,NBA,6,131,Tim Evans,University of Puget Sound,,,,,,,,,,,,,,,,
1978,NBA,7,152,Walter Reason,Pacific University,,,,,,,,,,,,,,,,
1978,NBA,8,170,Mark Wickman,Linfield College,,,,,,,,,,,,,,,,
1978,NBA,9,186,Paul Cozens,Holy Cross,,,,,,,,,,,,,,,,
1978,NBA,10,202,Tim Warkentin,Biola University,,,,,,,,,,,,,,,,
1977,NBA,1,19,Rich Laurel (↳ATL),Hofstra,10,57,24,10,3,.323,,1.000,5.7,2.4,1.0,0.3,0.0,-0.034,-5.1,-0.1
1977,NBA,2,28,Kim Anderson,Missouri,21,224,63,45,15,.312,,.536,10.7,3.0,2.1,0.7,-0.4,-0.078,-7.5,-0.4
1977,NBA,2,41,T.R. Dunn,Alabama,993,23080,5033,4371,1631,.457,,.725,23.2,5.1,4.4,1.6,39.8,.083,0.0,11.5
1977,NBA,3,63,Ricky Brown,Alabama,,,,,,,,,,,,,,,,
1977,NBA,4,85,Greg White,USC,,,,,,,,,,,,,,,,
1977,NBA,5,107,Donn Wilber,La Salle,,,,,,,,,,,,,,,,
1977,NBA,6,128,Myron Jordan,University of the Pacific,,,,,,,,,,,,,,,,
1977,NBA,7,148,Don Smith,Oregon State,,,,,,,,,,,,,,,,
1977,NBA,8,167,Harold Rhodes,Washington,,,,,,,,,,,,,,,,
1976,NBA,1,5,Wally Walker,Virginia,565,10168,3968,1759,844,.467,,.643,18.0,7.0,3.1,1.5,12.9,.061,-2.2,-0.6
1976,NBA,2,20,Major Jones,Albany State University,374,5063,1643,1323,215,.490,.111,.586,13.5,4.4,3.5,0.6,5.5,.052,-2.6,-0.8
1976,NBA,2,22,Johnny Davis,Dayton,750,21200,9710,1505,3368,.448,,.821,28.3,12.9,2.0,4.5,38.5,.087,-0.8,6.4
1976,NBA,3,39,Jeff Tyson,Western Michigan,,,,,,,,,,,,,,,,
1976,NBA,4,56,David Everett,Grand Canyon University,,,,,,,,,,,,,,,,
1976,NBA,5,73,Gary Redding,Auburn,,,,,,,,,,,,,,,,
1976,NBA,7,109,Al DeWitt,Weber State,,,,,,,,,,,,,,,,
1976,NBA,8,127,Brant Gibler,University of Puget Sound,,,,,,,,,,,,,,,,
1976,NBA,9,145,Rob Torresdal,Linfield College,,,,,,,,,,,,,,,,
1976,NBA,10,162,Marcos Leite,Pepperdine,,,,,,,,,,,,,,,,
1975,NBA,1,6,Lionel Hollins,Arizona State,673,18453,7809,1601,3006,.444,,.741,27.4,11.6,2.4,4.5,22.9,.059,-1.4,3.1
1975,NBA,2,25,Bob Gross,Cal State Long Beach,513,12575,4567,2253,1481,.512,,.798,24.5,8.9,4.4,2.9,30.7,.117,1.8,12.2
1975,NBA,3,42,Tom Roy,Maryland,,,,,,,,,,,,,,,,
1975,NBA,3,50,Gus Gerard,Virginia,280,3524,1607,719,224,.436,,.649,12.6,5.7,2.6,0.8,5.3,.072,-1.4,0.6
1975,NBA,4,61,Phil Hicks,Tulane,57,390,132,94,32,.447,,.778,6.8,2.3,1.6,0.6,0.5,.058,-2.7,-0.1
1975,NBA,5,78,Maurice Presley,Houston,,,,,,,,,,,,,,,,
1975,NBA,6,97,Gerald Willett,Oregon,,,,,,,,,,,,,,,,
1975,NBA,7,114,Steve Fields,Miami University,,,,,,,,,,,,,,,,
1975,NBA,8,133,Charlie Neal,Oregon State,,,,,,,,,,,,,,,,
1975,NBA,9,149,Quentin Braxton,University of Portland,,,,,,,,,,,,,,,,
1975,NBA,10,166,Tyree Foster,University of Portland,,,,,,,,,,,,,,,,
1974,NBA,1,1,Bill Walton,UCLA,468,13250,6215,4923,1590,.521,,.660,28.3,13.3,10.5,3.4,39.3,.142,4.3,21.3
1974,NBA,2,20,Jan van Breda Kolff (↳DNR),Vanderbilt,434,10155,2596,1778,815,.439,,.814,23.4,6.0,4.1,1.9,15.1,.071,-1.0,2.5
1974,NBA,2,34,Phil Lumpkin,Miami University,82,1162,272,82,225,.424,,.812,14.2,3.3,1.0,2.7,0.7,.028,-3.1,-0.3
1974,NBA,2,36,Rubin Collins,University of Maryland Eastern Shore,,,,,,,,,,,,,,,,
1974,NBA,4,56,Mickey Johnson (↳CHI),Aurora University,904,25005,12748,6465,2677,.449,,.800,27.7,14.1,7.2,3.0,58.6,.113,0.8,17.7
1974,NBA,5,74,Bernard Hardin,New Mexico,,,,,,,,,,,,,,,,
1974,NBA,6,92,Dan Anderson,USC,95,1067,347,91,166,.472,,.846,11.2,3.7,1.0,1.7,1.6,.071,-1.8,0.1
1974,NBA,7,110,Doug Richards,BYU,,,,,,,,,,,,,,,,
1974,NBA,8,128,Eldridge Broussard,Pacific University,,,,,,,,,,,,,,,,
1974,NBA,9,146,Lee Haven,Colorado,,,,,,,,,,,,,,,,
1974,NBA,10,163,Ron Jones,Oregon State,,,,,,,,,,,,,,,,
1973,NBA,1,15,Barry Parkhill (↳POR),Virginia,,,,,,,,,,,,,,,,
1973,NBA,4,55,William Averitt,Pepperdine,130,2221,1085,161,330,.392,,.713,17.1,8.3,1.2,2.5,-1.8,-0.038,-5.5,-2.0
1973,NBA,5,71,Fran Costello,Providence,,,,,,,,,,,,,,,,
1973,NBA,6,89,Neal Jurgensen,Oregon State,,,,,,,,,,,,,,,,
1973,NBA,7,105,Larry Hollyfield,UCLA,,,,,,,,,,,,,,,,
1973,NBA,8,123,Lindell Reason,Eastern Michigan,,,,,,,,,,,,,,,,
1973,NBA,9,139,Mike Contreras,Arizona State,,,,,,,,,,,,,,,,
1973,NBA,10,154,Sam Whitehead,Oregon State,,,,,,,,,,,,,,,,
1973,NBA,11,167,Eddie Payne,Wake Forest,,,,,,,,,,,,,,,,
1973,NBA,12,177,Rick Holdt,NC State,,,,,,,,,,,,,,,,
1972,NBA,1,1,LaRue Martin,Loyola Chicago,271,3795,1430,1258,203,.416,,.685,14.0,5.3,4.6,0.7,1.9,.024,-4.0,-1.4
1972,NBA,2,14,Bob Davis,Weber State,9,41,16,5,2,.214,,.667,4.6,1.8,0.6,0.2,-0.3,-0.396,,
1972,NBA,2,26,Dave Twardzik,Old Dominion,280,6921,2666,611,940,.552,,.823,24.7,9.5,2.2,3.4,21.8,.151,1.1,5.4
1972,NBA,2,30,Ollie Johnson,Temple,690,14554,5341,2280,1212,.496,,.827,21.1,7.7,3.3,1.8,27.0,.089,-0.4,5.0
1972,NBA,3,31,Lloyd Neal,Tennessee State,435,11015,4846,3370,632,.485,,.672,25.3,11.1,7.7,1.5,22.7,.099,-0.6,2.8
1972,NBA,4,48,Gary Stewart,Canisius,,,,,,,,,,,,,,,,
