Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2018,NBA,2,45,Hamidou Diallo (↳CHO ↳OKC),Kentucky,263,4913,2270,1007,282,.495,.274,.623,18.7,8.6,3.8,1.1,6.2,.060,-2.1,-0.2
2017,NBA,1,22,Jarrett Allen,Texas,416,11470,4995,3682,592,.630,.181,.706,27.6,12.0,8.9,1.4,45.2,.189,1.8,11.1
2017,NBA,1,27,Kyle Kuzma (↳LAL),Utah,418,13003,6975,2650,1036,.449,.338,.727,31.1,16.7,6.3,2.5,15.3,.056,-1.1,2.9
2017,NBA,2,57,Aleksandar Vezenkov,,10,141,59,20,2,.431,.343,1.000,14.1,5.9,2.0,0.2,0.3,.088,-2.7,0.0
2016,NBA,2,55,Marcus Paige (↳UTA),UNC,5,28,12,4,3,.286,.250,1.000,5.6,2.4,0.8,0.6,0.0,-0.006,-8.8,0.0
2015,NBA,1,29,Chris McCullough,Syracuse,59,532,194,112,15,.426,.306,.548,9.0,3.3,1.9,0.3,0.6,.054,-2.5,-0.1
2015,NBA,2,41,Pat Connaughton (↳POR),Notre Dame,490,9434,3003,1717,624,.435,.358,.777,19.3,6.1,3.5,1.3,20.9,.106,-0.2,4.2
2013,NBA,1,22,Mason Plumlee,Duke,746,16925,6371,5111,1862,.595,.049,.566,22.7,8.5,6.9,2.5,52.3,.148,1.4,14.4
2012,NBA,2,57,İlkan Karaman,,,,,,,,,,,,,,,,,
2011,NBA,1,27,JaJuan Johnson (↳BOS),Purdue,36,298,114,58,6,.446,,.667,8.3,3.2,1.6,0.2,0.2,.032,-3.9,-0.1
2011,NBA,2,36,Jordan Williams,Maryland,43,635,197,156,11,.507,,.652,14.8,4.6,3.6,0.3,1.3,.101,-2.1,0.0
2010,NBA,1,3,Derrick Favors,Georgia Tech,790,19202,8354,5608,851,.534,.198,.663,24.3,10.6,7.1,1.1,60.2,.150,0.9,14.0
2010,NBA,1,27,Jordan Crawford (↳ATL),Xavier,281,6843,3432,703,883,.411,.317,.826,24.4,12.2,2.5,3.1,6.3,.044,-1.3,1.3
2010,NBA,2,31,Tibor Pleiß (↳ATL),,12,82,24,15,2,.440,.000,1.000,6.8,2.0,1.3,0.2,-0.1,-0.041,-11.6,-0.2
2009,NBA,1,11,Terrence Williams,Louisville,153,2922,1085,545,364,.412,.317,.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6
2008,NBA,1,10,Brook Lopez,Stanford,958,28894,15607,5984,1358,.496,.346,.795,30.2,16.3,6.2,1.4,80.0,.133,1.3,24.4
2008,NBA,1,21,Ryan Anderson,California,649,16769,8001,3413,586,.422,.380,.854,25.8,12.3,5.3,0.9,46.7,.134,1.0,12.8
2008,NBA,2,40,Chris Douglas-Roberts,Memphis,222,4381,1571,472,254,.439,.329,.831,19.7,7.1,2.1,1.1,5.4,.059,-2.2,-0.2
