Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1982,NBA,10,220,Mike Phillips,Niagara University,,,,,,,,,,,,,,,,
1981,NBA,2,34,Ken Green,University of Texas Rio Grande Valley,7,72,31,27,2,.481,,.556,10.3,4.4,3.9,0.3,0.3,.184,0.0,0.0
1981,NBA,5,101,Willie Sims,LSU,,,,,,,,,,,,,,,,
1981,NBA,6,124,Alonzo Weatherly,Denver,,,,,,,,,,,,,,,,
1981,NBA,7,147,Greg Manning,Maryland,,,,,,,,,,,,,,,,
1981,NBA,8,169,Curtis Redding,St. John's,,,,,,,,,,,,,,,,
1981,NBA,9,191,Andrew Burton,Austin Peay State University,,,,,,,,,,,,,,,,
1981,NBA,10,211,Derrick Rowland,State University of New York at Potsdam,2,9,3,1,1,.333,,.500,4.5,1.5,0.5,0.5,0.0,.048,-8.9,0.0
1980,NBA,1,5,James Ray,Jacksonville University,103,843,334,228,76,.428,.333,.629,8.2,3.2,2.2,0.7,-0.3,-0.017,-4.5,-0.6
1980,NBA,1,23,Carl Nicks,Indiana State University,156,2579,1067,297,249,.462,.000,.570,16.5,6.8,1.9,1.6,-0.4,-0.007,-4.5,-1.6
1980,NBA,2,41,Jawann Oldham,Seattle University,329,5241,1455,1353,162,.479,.000,.607,15.9,4.4,4.1,0.5,4.3,.039,-2.4,-0.6
1980,NBA,3,47,Kurt Nimphius,Arizona State,564,11441,3602,2474,681,.487,.100,.668,20.3,6.4,4.4,1.2,17.5,.074,-1.6,1.3
1980,NBA,3,48,Eddie Lee,Cincinnati,,,,,,,,,,,,,,,,
1980,NBA,3,51,Ronnie Valentine,Old Dominion,24,123,84,30,7,.378,.500,.474,5.1,3.5,1.3,0.3,-0.3,-0.128,-7.2,-0.2
1980,NBA,4,73,Sammie Ellis,Pitt,,,,,,,,,,,,,,,,
1980,NBA,5,97,James Patrick,Texas State University,,,,,,,,,,,,,,,,
1980,NBA,6,119,Ernie Hill,Oklahoma City University,,,,,,,,,,,,,,,,
1980,NBA,7,143,Tommy Springer,Vanderbilt,,,,,,,,,,,,,,,,
1980,NBA,9,184,Jim Graziano,South Carolina,,,,,,,,,,,,,,,,
1980,NBA,10,202,Earl Sango,Regis University,,,,,,,,,,,,,,,,
1979,NBA,2,30,Gary Garland,DePaul,78,1106,334,138,145,.435,.316,.692,14.2,4.3,1.8,1.9,0.5,.020,-2.6,-0.2
1979,NBA,5,102,Larry Williams,Louisville,,,,,,,,,,,,,,,,
1979,NBA,6,122,Odell Ball,Marquette,,,,,,,,,,,,,,,,
1979,NBA,7,144,John Johnson,Creighton,,,,,,,,,,,,,,,,
1979,NBA,8,162,Matt Teahan,Denver,,,,,,,,,,,,,,,,
1979,NBA,9,179,Emmett Lewis,Colorado,,,,,,,,,,,,,,,,
1978,NBA,1,17,Rod Griffin,Wake Forest,,,,,,,,,,,,,,,,
1978,NBA,1,21,Mike Evans (↳KCK ↳DEN),Kansas State,591,9858,4531,808,1514,.452,.307,.807,16.7,7.7,1.4,2.6,9.3,.045,-2.4,-1.1
1978,NBA,3,46,Hollis Copeland,Rutgers University,93,1260,464,161,89,.488,.000,.739,13.5,5.0,1.7,1.0,1.3,.050,-2.0,0.0
1978,NBA,5,106,Michael Edwards,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,
1978,NBA,6,127,Robert Heard,Columbus State University,,,,,,,,,,,,,,,,
1978,NBA,7,148,Jack Gilloon,South Carolina,,,,,,,,,,,,,,,,
1978,NBA,8,166,Larry Vaculik,Colorado,,,,,,,,,,,,,,,,
1978,NBA,9,183,Tom Schneeberger,Air Force,,,,,,,,,,,,,,,,
1978,NBA,10,198,Phil Taylor,Arizona,,,,,,,,,,,,,,,,
1977,NBA,1,9,Tom LaGarde,UNC,312,6194,2376,1593,456,.462,,.640,19.9,7.6,5.1,1.5,6.5,.050,-3.0,-1.6
1977,NBA,1,21,Anthony Roberts,Oral Roberts,213,3867,1658,837,265,.412,,.699,18.2,7.8,3.9,1.2,3.3,.041,-4.2,-2.3
1977,NBA,3,65,Robert Smith,UNLV,229,3118,1135,288,401,.435,,.877,13.6,5.0,1.3,1.8,5.6,.086,-1.9,0.1
1977,NBA,5,109,John Billips,Ole Miss,,,,,,,,,,,,,,,,
1977,NBA,6,130,Jim Town,UMass,,,,,,,,,,,,,,,,
1977,NBA,7,150,Willie High,Alabama State University,,,,,,,,,,,,,,,,
1977,NBA,8,169,Len Sanders,Florida,,,,,,,,,,,,,,,,
