Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2000,NBA,1,3,Darius Miles,,446,11730,4507,2190,840,.472,.168,.590,26.3,10.1,4.9,1.9,9.5,.039,-1.0,3.0
2000,NBA,1,18,Quentin Richardson,DePaul,783,20785,8032,3666,1138,.397,.355,.718,26.5,10.3,4.7,1.5,32.8,.076,-0.4,8.5
2000,NBA,2,30,Marko Jarić,,447,11246,3193,1200,1600,.404,.344,.730,25.2,7.1,2.7,3.6,12.1,.052,-0.7,3.8
1999,NBA,1,4,Lamar Odom,Rhode Island,961,32131,12781,8059,3554,.463,.312,.693,33.4,13.3,8.4,3.7,77.0,.115,1.9,31.4
1999,NBA,2,31,Rico Hill,Illinois State,,,,,,,,,,,,,,,,
1998,NBA,1,1,Michael Olowokandi,University of the Pacific,500,13129,4135,3414,327,.435,,.597,26.3,8.3,6.8,0.7,2.5,.009,-4.6,-8.5
1998,NBA,1,22,Brian Skinner,Baylor,608,10910,2876,2841,288,.494,.333,.566,17.9,4.7,4.7,0.5,15.8,.070,-2.5,-1.5
1997,NBA,1,14,Maurice Taylor,Michigan,534,13324,5889,2452,623,.466,.152,.711,25.0,11.0,4.6,1.2,9.9,.036,-3.6,-5.3
1996,NBA,1,7,Lorenzen Wright,Memphis,778,18535,6191,4943,622,.459,.069,.645,23.8,8.0,6.4,0.8,30.5,.079,-2.6,-3.0
1996,NBA,2,36,Doron Sheffer,UConn,,,,,,,,,,,,,,,,
1995,NBA,1,2,Antonio McDyess (↳DEN),Alabama,1015,28053,12227,7638,1300,.497,.117,.670,27.6,12.0,7.5,1.3,69.8,.119,-0.1,13.2
1995,NBA,2,53,Constantin Popa,Miami (FL),,,,,,,,,,,,,,,,
1994,NBA,1,7,Lamond Murray,California,736,18477,8286,3033,978,.430,.360,.759,25.1,11.3,4.1,1.3,19.8,.052,-1.2,4.0
