Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1992,NBA,2,39,Litterial Green (↳ORL),Georgia,148,1189,423,75,182,.420,.077,.665,8.0,2.9,0.5,1.2,1.6,.066,-2.4,-0.1
1992,NBA,2,52,Matt Steigenga,Michigan State,2,12,3,3,2,.250,.000,.500,6.0,1.5,1.5,1.0,0.0,-0.126,-8.5,0.0
1991,NBA,1,26,Mark Randall,Kansas,127,883,332,160,56,.443,.154,.722,7.0,2.6,1.3,0.4,1.0,.054,-3.3,-0.3
1990,NBA,2,29,Toni Kukoč,,846,22212,9810,3555,3119,.447,.335,.729,26.3,11.6,4.2,3.7,59.6,.129,2.8,27.2
1989,NBA,1,6,Stacey King,Oklahoma,438,7406,2819,1460,387,.478,.235,.707,16.9,6.4,3.3,0.9,10.9,.071,-3.4,-2.7
1989,NBA,1,18,B.J. Armstrong,Iowa,747,17790,7320,1321,2479,.477,.425,.856,23.8,9.8,1.8,3.3,45.0,.121,-0.2,8.1
1989,NBA,1,20,Jeff Sanders,Georgia Southern University,55,462,112,103,25,.395,,.609,8.4,2.0,1.9,0.5,-0.1,-0.008,-6.3,-0.5
1988,NBA,1,11,Will Perdue,Vanderbilt,792,12360,3740,3918,595,.515,.067,.577,15.6,4.7,4.9,0.8,26.6,.103,-2.1,-0.2
1988,NBA,3,62,Derrick Lewis,Maryland,,,,,,,,,,,,,,,,
1987,NBA,1,8,Olden Polynice (↳SEA),Virginia,1058,24884,8265,7110,744,.505,.192,.535,23.5,7.8,6.7,0.7,46.8,.090,-2.3,-1.8
1987,NBA,1,10,Horace Grant,Clemson,1165,38621,12996,9443,2575,.509,.063,.692,33.2,11.2,8.1,2.2,118.2,.147,1.4,33.0
1987,NBA,2,28,Rickie Winslow,Houston,7,45,7,7,2,.231,.000,.500,6.4,1.0,1.0,0.3,-0.2,-0.165,-14.8,-0.1
1987,NBA,2,33,Tony White,Tennessee,49,581,261,31,59,.446,.000,.722,11.9,5.3,0.6,1.2,-0.3,-0.025,-5.4,-0.5
1987,NBA,3,56,John Fox,Millersville,,,,,,,,,,,,,,,,
1987,NBA,4,79,Jack Haley,UCLA,341,3288,1180,922,82,.425,.000,.655,9.6,3.5,2.7,0.2,2.9,.042,-6.7,-3.9
1987,NBA,5,102,Anthony Wilson,LSU,,,,,,,,,,,,,,,,
1987,NBA,6,125,Doug Altenberger,Illinois,,,,,,,,,,,,,,,,
1987,NBA,7,148,Ervin Leavy,Central Michigan University,,,,,,,,,,,,,,,,
1986,NBA,1,9,Brad Sellers,Ohio State,398,7154,2509,1064,435,.452,.200,.793,18.0,6.3,2.7,1.1,9.8,.066,-2.2,-0.4
1986,NBA,2,28,Larry Krystkowiak (↳POR ↳SAS),Montana,420,9097,3425,2051,513,.457,.139,.795,21.7,8.2,4.9,1.2,15.6,.082,-2.7,-1.6
1986,NBA,3,52,Ricky Wilson,George Mason,24,420,125,27,69,.391,.385,.725,17.5,5.2,1.1,2.9,0.3,.032,-2.6,-0.1
1986,NBA,4,74,Scott Meents,Illinois,39,201,72,40,15,.361,1.000,.704,5.2,1.8,1.0,0.4,0.1,.017,-1.6,0.0
1986,NBA,5,98,Jimmy Gilbert,Texas A&M,,,,,,,,,,,,,,,,
1986,NBA,6,120,Pete Myers,Little Rock,377,6039,1804,671,807,.421,.219,.668,16.0,4.8,1.8,2.1,5.8,.046,-2.5,-0.8
1986,NBA,7,144,Robert Henderson,Michigan,,,,,,,,,,,,,,,,
1985,NBA,1,11,Keith Lee (↳CLE),Memphis,182,2907,1114,861,178,.451,.167,.746,16.0,6.1,4.7,1.0,3.7,.062,-3.0,-0.7
1985,NBA,2,28,Ken Johnson (↳POR),Michigan State,64,815,263,243,19,.528,,.435,12.7,4.1,3.8,0.3,0.8,.044,-4.9,-0.6
1985,NBA,2,34,Aubrey Sherrod,Wichita State,,,,,,,,,,,,,,,,
1985,NBA,2,46,Adrian Branch,Maryland,130,1429,834,253,96,.455,.231,.744,11.0,6.4,1.9,0.7,2.1,.070,-1.9,0.0
1985,NBA,3,69,Mike Brown,George Washington,626,10961,3130,2762,424,.455,.125,.690,17.5,5.0,4.4,0.7,15.9,.069,-3.6,-4.4
1985,NBA,4,80,Craig Beard,Samford University,,,,,,,,,,,,,,,,
1985,NBA,5,103,Reid Gettys,Houston,,,,,,,,,,,,,,,,
1985,NBA,6,126,Dan Meagher,Duke,,,,,,,,,,,,,,,,
1985,NBA,7,149,Jeff Adkins,Maryland,,,,,,,,,,,,,,,,
1984,NBA,1,3,Michael Jordan,UNC,1072,41011,32292,6672,5633,.497,.327,.835,38.3,30.1,6.2,5.3,214.0,.250,9.2,116.1
1984,NBA,2,37,Ben Coleman,Maryland,227,3612,1494,928,128,.516,.000,.759,15.9,6.6,4.1,0.6,5.0,.067,-3.4,-1.3
1984,NBA,2,43,Greg Wiltjer,Oregon State,,,,,,,,,,,,,,,,
1984,NBA,3,49,Tim Dillon,Northern Illinois,,,,,,,,,,,,,,,,
1984,NBA,4,72,Melvin Johnson,UNC Charlotte,,,,,,,,,,,,,,,,
1984,NBA,4,77,Mark Halsel,Northeastern University,,,,,,,,,,,,,,,,
1984,NBA,5,95,Lamont Robinson,Lamar,,,,,,,,,,,,,,,,
1984,NBA,6,118,Jeff Tipton,Morehead State University,,,,,,,,,,,,,,,,
1984,NBA,7,141,Butch Hays,California,,,,,,,,,,,,,,,,
1984,NBA,8,164,Brett Crawford,Alliant International University,,,,,,,,,,,,,,,,
1984,NBA,9,186,Calvin Pierce,Oklahoma,,,,,,,,,,,,,,,,
1984,NBA,10,208,Carl Lewis,Houston,,,,,,,,,,,,,,,,
1983,NBA,1,5,Sidney Green,UNLV,679,13247,5080,4128,635,.454,.037,.738,19.5,7.5,6.1,0.9,17.4,.063,-3.2,-3.9
1983,NBA,2,25,Sidney Lowe (↳IND),NC State,193,3422,562,335,749,.367,.133,.764,17.7,2.9,1.7,3.9,3.9,.055,-1.6,0.3
1983,NBA,2,29,Larry Micheaux (↳KCK),Houston,96,897,330,256,49,.567,.000,.610,9.3,3.4,2.7,0.5,2.5,.134,0.4,0.6
1983,NBA,4,75,Ron Crevier,Boston College,3,4,0,1,0,.000,,.000,1.3,0.0,0.3,0.0,-0.1,-0.795,-42.2,0.0
1983,NBA,5,98,Tim Andree,Notre Dame,,,,,,,,,,,,,,,,
1983,NBA,6,121,Ernest Patterson,New Mexico State,,,,,,,,,,,,,,,,
1983,NBA,7,144,Jacque Hill,USC,,,,,,,,,,,,,,,,
1983,NBA,8,167,Terry Bradley,Chicago State,,,,,,,,,,,,,,,,
1983,NBA,9,189,Kenneth Orange,Oklahoma Christian University,,,,,,,,,,,,,,,,
1983,NBA,10,210,Tom Emma,Duke,,,,,,,,,,,,,,,,
1982,NBA,1,7,Quintin Dailey,San Francisco,528,12170,7470,1307,1188,.454,.158,.779,23.0,14.1,2.5,2.3,12.7,.050,-1.9,0.3
